Tweet index	Tweet text	Label
1433	@MikeIsler Thank you! I think i filled it out correctly	0
3173	#Russia #says #new #U.S. #sanctions #may #hamper #dialogue on #Iran, Syria. http://t.co/L0IVDxHCmq via @reuters	0
2945	I need to do something legendary this winter break	0
983	It's beginning to look a lot like Christmas! #timetodecorate #tistheseason http://t.co/3Mh7cRrZN0	0
457	@Mhabs15 I'll bring it to work. The hoops one is a hit http://t.co/d8oY6uctMf	0
2838	My family might find a giant lump of Ice sitting where I'm sitting right now. Transformation is nigher, my fellows.	0
3763	@Slate can you please book one of these appointments for me and tell me what happens? #irony http://t.co/ZrilqmGIoP	1
2704	I'll do it tomorrow is a dangerous way to live	0
382	Happy new year to meeeee... http://t.co/ZLtXiVB7qH	0
3573	TNT replaying the Cavs-Knicks game...maybe the knicks will win this time #sarcasm	1
1725	I love it when work tells me they don't need me to come in 💁😂😭😭😭 #not	1
2339	Well the week is off to a great start. #sarcasm #fml	1
1011	@Nelza82 When are you buggering off out of the country	0
2360	Can't wait for the #facup 3rd draw #not	1
3824	Obama whisked away to hospital, diagnosed with acid reflux  http://t.co/42WQQVHBau -Wow, that's some real news. #sarcasm	1
663	Sitting in this hall is fun!!😒 #not	1
3175	Why the fuck is Twitter telling me to follow myself in following someone?! http://t.co/FC4GrBeFP5	0
3045	Cool. #Sarcasm	1
3472	@Exposing_UKIP @UKIP haha that's cool! I had a feeling I'd need a #sarcasm considering the actual racist comments. Keep up the good fight ;)	0
1698	new shoes. kinda in love with an inanimate object. http://t.co/JRqIc9QyMk	0
2862	I need to get up, but Sasha is way too cute!	0
2989	@98_florence @ConnorMcDonough @TobyMcDonough ||#TSU website now worth $1.5 Million!||people get paid for posting!||http://t.co/OXybfwwWb6	0
2899	.@CelticOwlWisdom Alert the media! Some guy on twitter has un-cited proof that evolution is wrong! Let's get his Nobel prize ready! #sarcasm	1
2840	Women getting hit on by married managers at @ChickfilA cracks me up #Irony #Hypocrites #practicewhatyoupreach	1
846	@ManuclearBomb Players are penalized for not playing defense as you're aware. David Ortiz barely above average in '14 based on WAR.	0
543	@ManuclearBomb what is your argument? 1/$12.5 for Butler > 2/$17 for Morales?	0
2041	@Gomez_Nei im done with finals thursday that would be nice lol you leave friday at what time? ✈️	0
3322	@robfit clever you! #not	1
2984	Hi @BDUTT not a single vote was polled in 3 polling stations of Kulgam #Kashmir & im tuned into @ndtv :p thnx #sarcasm #KashmirBoycotts	1
1197	http://t.co/6mNkIirqSL #TeenAnalCasting #VIRGIN VIRGIN ] cute teenage virgin playing in her hotel room in tight blue gstring underwear!	0
1103	@exlabourite yes, except Farage backs the slow genocide of Palestinians by Israelis using Nazi methods #irony	1
2558	At last I can quit work and enjoy life lol #not http://t.co/UdmxqLfviB	1
2096	@SerJeyms: This year's class picture is so awesome. Really awesome! #irony 👊  hahahahaha 😂	1
2014	. which is why i've visited #pakistan as many times as i have .. sez @BarackObama #NOT	1
2726	Photo: #tea #art #abstract #color #colors #fun #how #are #you #artist #spainish #exhibit #spain http://t.co/TjneQknWDo	0
2379	"#notcies #eu Liverpool workers ""miscarriage of justice"" victims http://t.co/KKyxaCu18R"	0
2695	The mouse's first incepted memory was just the sound: BRAAAAAAWWWWWWWWWP!	0
1049	@Monaiza_Diva kabhi I'm messier than usual messy wesay 😣 I need chai & I'm resting for last 2 days. May be this is the reason.	0
3345	Wow Tim Hortons Cobourg is really on their A game today #Not	1
1534	@Praise1300 Tamir knows Mike Brown raised his hands & was shot dead. He wanted cops to see he had a BB Gun & was still shot dead.	0
899	so @AskPlayStation still waiting, my son is very happy enjoing his christmas gift #NOT... i cant understand how u didn't prevent this ...	1
2570	@CarrieMuskat @Buster_ESPN sounds like #Cubs won't have room for Lester battery mate David Ross.	0
238	Earn cash by Posting & Tweeting! |http://t.co/2667mS1bHz ||Get started at http://t.co/GViBiZ4ZsH||#CashForContainers #homebasedbusiness #LOL	0
1378	People are loving this Funk. Let's keep the Tweet going on. http://t.co/4miR8pQG5J	0
1621	So they lost....such a shame...I was really rooting for them #NOT... #LFC	1
1134	The two constables -- Veer Pal Singh Yadav and Avnish Yadav - did not have any criminal record. - NDTV||#irony	1
2488	How do I make more money now in my business? Loral Langemeire's best seller The Millionaire Maker. Get your copy http://t.co/xzP6UjI8va	0
2604	Join @ThuggMiss PromoTeam's Official Fan List and receive news, events, and more! http://t.co/1x49E5zITi	0
164	Auntie just called and said shes on her way..|I better get dressed then 😲😂😂	0
2190	@Katerintree obvi because every Jesuit is a heretic #sarcasm 💁	1
3109	@steviefriz83 @ddot42 @D_Murph72 @MurrayMurray8 @SeanBhoyCfc @LFCNev @nicsameva fuck it mite just warch eastenders #not	0
253	True #Not http://t.co/38hrutRf0r	1
1617	@loic Does it imply you can get off facebook using crack or cocaine? #sarcasm.	1
2851	#All #And #For #Hot #Not #Rachel #style #fashion|Please RT: http://t.co/02eC8FzuGA http://t.co/6bFvvn4QZ8	0
1779	@BestProAdvice: http://t.co/yRl7MbKNzB #Not true....you can't replace your one and only mam.	0
931	That's nice. #not	1
1853	@WeeRockWhisky apricots pears and boozy Belgian goodness. A winter warmer.	0
3024	http://t.co/qVxNOdpa3Z #TeenAnalCasting #Highway Highway 69 &#8211; Disturbed (Dedicated to a girl raped on 16/12/12)	0
1898	How do we end up talking? ..oh wait..we don't talk..whooops #cutestcouple #not	1
3814	#WTF is happening to these kids??? Are you kidding me with this?? #insulting #KnowYourHistory #WhoIsPaulMcCartney http://t.co/1tjgEdxm0k	0
1492	I just love when you test my patience! ☺️ #Not	1
2914	#Twitter pushes people to read, while #Facebook pushes people to breed.|#TrueFact #sarcasm	1
2128	Long time no see #long#along#time#times#no#not#see#me#you#i#your#say#hi#hello#want#wanna#to#meet @... http://t.co/qqQCi3faXa	0
1091	@icequeenerika yes, we officially try that. #sarcasm #Gamergate	1
3054	@SunderlandAFC @LFC great days there under Wilko. #not	1
1773	"There's no such thing as ""too much ammo"""	0
1182	Iiiiiiii have the best boyfriend everrrrrrrrr.	0
594	"It's the crackhead uncle of the HBCU family ""@_KKoolPoINtz_: Every HBCU in Alabama looks at Alabama State sideways lmao!"""	0
678	#finalsweekgotmelike Ugh. Make it stop. #finals #finalsweek #EWU http://t.co/eYYoDV2aNV	0
42	I THOUGHT WHAT WE HAD WAS REAL, HOW COULD YOU BE FINE? COZ I'M NOT FINE AT ALL Oh wait. Fixed the caps lock ^.^ #Sarcasm #LaughNow .o.	1
2962	Someone had a great sense of humor #not #TheyGaveMeTCUColorsForChristmas http://t.co/kUNO4OrUPA	1
2285	Another fantastic day #not	1
2494	@BigAlMLM Please give me a Follow Back.	0
3254	And after being up for over 24 hours I'm finally getting some freaking sleep.. #HappyHolidays #Not #AlwaysWorking	1
244	save your work folks. i'm offically cntrl-alt-deleting this week.	0
1125	@AskPlayStation so helpful #not	1
1340	J Cole has a song about being a Virgin and then not being a virgin. #musicalgenius #innovation #sarcasm	1
3553	Absolutely great having no lesson from half 10 until half 3 today #not #zzzz	1
2678	Tiger Woods Is Now Hero Group's Global Brand Ambassador #brand #buzzfeed |Read Story:|http://t.co/ImJof1p8E5	0
3637	Kind of frustrated that Christmas break is my first real obligation-free break this year........ and I end up sick for most of it -_-	0
262	Leg snapped alike a twig and after I completed my front flip I screamed like a hungry newborn baby	0
2759	Security Engineers are not Security Guards. :| #Hackers #Irony #security	1
3255	Obviously my day is going to go fantastically well #sarcasm	1
2542	@billisFPS @MrProWestie @leveluptime didn't you know that they removed the M16A3 because it was overpowered? :O	0
835	Oh and it's a positively balmy 7c #sarcasm	1
2936	am really fuckin paying for it today #tequila #is #not #the #one	0
3097	Christmas Day,Boxing Day and New years day off just isn't enough! So much to do for me & others this month #not #enough #hours #in #the #day	0
3457	@ShowbizSecrets not surprised, it was epic.	0
2322	So excited for work #not	1
341	@ForexEric @HeidiL_RN @unsavoryagents YES! Vote for SATAN (@HillaryClinton) in 2016!!!! #NOT	1
3466	Another day in paradise haha #not	1
749	I picked a great night to not want to sleep. #sarcasm	1
1733	#Sarcasm is the name of the game. http://t.co/cUWvhv0VXL	0
481	Shakespeare is great #not 🙅🔫	1
3396	Ask Mystic Mona YOUR question! Psychic View, weekdays at 9am (PDT) 347-850-1494 http://t.co/JCowWkMNQH #BlogTalkRadio	0
2122	@MeraDharm @Swamy39 You do look a die hard fan of his #sarcasm	1
1841	@jopage_ I've had three boys, breastfed them all for about a year each and never had to do it out when I was out! #not necessary	0
784	It's just SUPER to be ignored when you put out a desperate plea. #Sarcasm	1
3283	I have so much to do before tomorrow so I think maybe I'll take a nap?	0
3688	Like @TheOnion? Visit http://t.co/HJRCAwTQ6x for #sarcasm articles and also win a free puppy!! 1 puppy per visit, 6 puppy maximum #ATL	0
2497	"A woman wearing a t-shirt on @itvjeremykyle that says ""Act like a Lady""..#irony"	1
3070	group message with bbc to start off my morning thanks Hannah :-) #not	1
2568	@xheeners I know ... #sarcasm	1
2387	Twitter slams Austin Strange Fruit PR firm, spurring it to drop the name it shared with a song about lynching http://t.co/DSN2zFt7A0 #irony	1
2174	I can be mad at you for a matter of 15 min then I can't stand not talking to you.	0
3701	Good choice to stay up late, Lys. #not #study #finalsweek #deathofme	1
2510	chicks be really pimping more then males these days #not#the#look #yallknowthatsnotcoolright?	0
3668	@sscottamatthews wtf where did you go	0
1829	@reubenzj Unfortunately not, hey. Daddy didn't think his daughter'd be into gaming or FIFA. #not youraveragedaddysgirl	0
1272	#Corpsman wisdom: I had a head cold, so I took my own advice - Motrin, hydrated and changed my socks. Cold eliminated #sarcasm #navy	1
2518	When someone who is extremely selfish dramatically wonders why people are so selfish ! #irony	1
1128	Playing golf all day 'ery day |#PerksOfBeingOld	0
627	#instacraze #not #addiction 😜 at http://t.co/12RgzDqOR3	1
348	What an eventful day... #not ✌️	1
2108	Sooooooo the #Bears will be looking for an offensive coordinator as well. This bodes well for next season. #sarcasm #whatamess	1
2435	Platoon strategy ain't so bad. I mean we are a 7 line army. #sarcasm #mets	1
2641	Corey Brewer looks like he is ready to not be in Minnesota anymore... You can see it all over his body language. #TradeBait	0
980	@markknoller That'll work... #not #HellBeFiredinElevenMonths	1
1424	BITCH WHERE THE FUCK U THINK IM GOING?????|BETTER SIT ON DOWN WITH THE REST OF THESE BITCHES WAITTNG FOR ME TO MOVE.... #NOT NEVA	0
3296	#MuslimApologies – 10 Tweets that Explain What Muslims Should be Sorry for! http://t.co/wvPzLblVGL #Sarcasm	1
2805	Still awake sooo that's nice... #not	1
912	Many of the best ideas come from having fingers too fat for your keyboard. #not #nimble #not #agile	1
3515	This history essay is literally shitting on me.	0
633	Main issue with the walking dead- you forget to breathe when you're watching. So bloody good #WalkingDead	0
3316	You can have the prettiest face in the world but stretch marks will ruin it all for me.	0
446	@sidney483 A British world champion in one of the most demanding & popular sports on earth. Yeah, of course I'm being sarcastic. #irony	1
618	Feels like we been playing against the refs most games. That was a clean Wall block that the refs took away. Ugh.	0
1981	Family time is nice and all, but I'm ready to be back at work on this fine morning. #not	1
3522	This photo of @celinedion 's pool via @richpayne88 has really brightened up my morning....#not http://t.co/ULHQFtbCdP	1
2075	you is very much right my brother when I am done I still will not have a car, and when I am done praising Allah I to will still #not (1/2)	0
1837	@m1897 haha I also had 2... cheers bro !!!	0
1836	I had the best New Years!!!! Spent it with the people I love & I fucking loved it! 😍 Such a happy camper right now! 😝💚❤️	0
3251	been about you and I'm still about you	0
3447	#not acceptable 2 hours to drive 30 miles Cheshire-Manchester yesterday. Northern Powerhouse?	0
3113	@Codename_Nycea And here I though that a one programmer operation had the same money and power as EA. #TheMoreYouKnow #Sarcasm	1
3675	"Wait...  wait...  wait...  isn't the font on that t-shirt ""comic sans?"" #irony @KingJames #ICantBreathe http://t.co/qwpv9OqGgd"	1
354	#GlobalWarming would be nice right now if it were only true!||Call #AlGore 2 burn money 4 #Christmas. ||#ＦＯＬＬＯＷ http://t.co/U1fQX3qfH1	0
1233	@carlytyler @greateranglia let's face it, at the mo there's delays on any day ending in a y! #valueformoneynot #sarcasm	1
614	This chap seems to be a bit of an over sexed out going extrovert ... Must be his overly masculine voice and demeanor.  #sarcasm	1
1513	@dirtydeathdog ok thanks,one more question: does a Computer Scientist take the same salary as a Computer Communication Engineer?	0
2463	Irony died 1000 times during the climax of Sholay, when the police urged Thakur not to take the law into his HANDS. #Irony #Bollywood	1
2244	And it's freezing, yay! #not http://t.co/McQJBgNY1E	1
3564	Here's the final episode of #minecraft #hardcore survival... We die while trying to get a sustainable food source #irony	1
2417	@craftsBoy Marvellous!Sounds nothing like any jingle bells song i've ever heard!I can see you in mismatched socks,tights & cricket gear :-)	0
3604	As Lamar Entertainment, putting more money in than I'm making, #tbt #not having the right team... http://t.co/jZfrSfXSbo	0
58	that way people get to understand disabilities and not stare at us funny wen we out and about#IDPwD#disability	0
2101	Really don't wanna get ahead of myself but I can see the light at the end of the tunnel now #Rangers	0
1966	"@BenVolin @ArashMarkazi Everybody just keeps saying ""Gronk and large contingent of Patriots."" Who else is there with Rob?"	0
3141	"@Bobert8675 this made me think of you ""@TFLN: (330): I need vodka mixed w a bit of holy water right now"""	0
1254	To all u #deadbeatdads ur not worth a hair on our #kids heads.. Tough being a #singlemom but at least my #beautiful #daughter is loved by Me	0
3195	Remember Black Friday was a bust....#sarcasm	1
2902	Too bad her cube doesn't have a door. - @NickEppley ||#bestcoworkersever #sarcasm @AndyHawbaker	1
2234	I love being on hold. Especially when the music is so great. #sarcasm	1
2485	Hafeez's slider is TOO much of a mess. Bowling it from 'back-of-the-palm' & that too at ~90kph require EXTENSION http://t.co/KiGLPZY876	0
1743	@JordanHavlin11 @Ziggi_M missing the bants at work today #NOT #ha #ha #ha #shitbants	1
1911	"But not a grocery store or pharmacy. Sensible. #sarcasm ""@GRPress: Offices or apartments? owners of Monroe Avenue factory ponder options"""	1
2503	@Jaketallow but if you feel like it's relevant don't worry about the word limit man, at least you're doing it	0
561	I really need to shoot something soon.	0
708	Are you excited for the new #Blackberry #Classic #smartphone? Check out this article by @engadget: http://t.co/k4FId6DpR4	0
3373	I hope we get an ice palace and an invisible car #SPECTRE #sarcasm	1
425	Ceeeeebz work, allow dat ting fam	0
1094	Youre such a great person. #not	1
1377	Meanwhile in Zimbabwe the South African imposed government promises to stamp out corruption. #Irony	1
648	#SteveHarvey worships #Obama b/c he doesn't research, then calls every1 else ignorant. #Fuck this guy. http://t.co/4ENfDvU4hN #Irony #Idiot	0
73	@MaggieLindemann: . @xSamSecrets123 awk moment when I tweeted first #fakefan !!!!! #not	1
3647	Archive pick: Who Makes You Laugh When They're Off Sick? http://t.co/oFsMWjt646 #mehblog #littlemeh #doctor #irony http://t.co/hcHKxgOoQB	0
3511	So despite the fact that I was up till 4 studying and had to wake up at 7 I think this day is going to be great 😒 #sarcasm	1
2540	Thinking I should lock my phone away for the night: #ifyoudonthaveanythingnicetosaydontsayanythingatall	0
1006	"#Irony: When some archers fight with ""supple"" bows the way hoplites fight with stiff spears. #Archer=#Hoplite #Bow=#Spear"	1
621	"there is no such thing as ""racists"" because there's only ONE race, HUMAN @RBRNetwork1 @Dolphin__Man @TheOldBreed1775 @jus1314tin @CoutoPanda"	0
1508	doing mental calculations and realizing that your chances of passing a module are slim to none is fantastic #not	1
2689	#Michigan RT @EditorEdge: Rich Rodriguez not available for the photo op. He's at the Fiesta Bowl.	0
554	Aaaaaaaaand we're back in the ER. Hooray for no sleep! #not	1
2632	Day off should be snuggled on the sofa doing nothing..... But alas I have Errons to do so trying up drag myself out of bed, #not happening	0
1736	@KCChiefs did you think that only making 100 was going to be enough? #sarcasm	1
3399	@AsdaServiceTeam continuing with that wonderful customer service ? #sarcasm	1
2784	@peteswildlife Great. Does that mean he's also giving up hunting and killing wildlife in Europe? #irony	1
2441	As a girl,my reason not to put on makeup is I'm satisfied with my face,unlike you bitch!||#sarcasm #winter	0
999	Queens Of The Stone Age no Rock In Rio http://t.co/rhqRtBAxGm #notícias #queensofthestoneage #rockinrio	0
1983	Seriously tho if you need me anytime over winter break just shoot me a text. Probably won't respond cuz I'll most likely be eating, but hey	0
1877	#sarcasm I don't know why it's so fun, but it is. cx I could probably think and find out, but yeah. No. xD	0
3465	I love the hypocrisy of the holidays. #NOT	1
1398	Thank you, strange vet husband at the bar, for reminding me that I will be in debt until I die.  #not #studentloans	1
3505	@AnnamarieRxoxo We study hard.. 📚🙊 #not #procrastinators 👯	1
3766	Duale seeking 'protection to be heard' when the proposed security bill will trample the basic rights of his pple and their freedom #Irony	1
3812	The world is such a smiley place. 😳 #not	1
2222	work should be fun today #NOT😒	1
3130	@the_mullinator @JumaaneWilliams I'm sure it's largely ignored in practice. In NY you can't do any govt work if you have convicts #irony	1
441	#almajmoua participating in the 4th #CSR forum #lebanon #togetherwegrow #not-for-profit #microfinance #supporting... http://t.co/81OfgusdMC	0
509	I literally have plans every night my entire vacation.	0
1101	Got to play w dogs last night! http://t.co/LuLEdNu8QA	0
590	The fans needs to be heard tho RT @cupcake78318778: @Sum4uckingMoney @jonso4tindo WENGER WILL NEVER QUITT.SORRY LADS.#NOT FOR FEW YEARS..	0
2521	@amyengineer @daverdfw you drive a ferrari, right? you being a beautiful clever woman?	0
650	330am benedryl runs for an allergic reaction to a drug which literally saves millions of lives every year. #yippee #happiness #sarcasm	1
3566	@AnimaILife: I think I can make it http://t.co/fb4erBNdty// Aaaawww #not ... @scotsellie @booona06	1
3755	Reading the Dundee United chairmanship statement tonight and you have to say what a lot of tosh..care of young players indeed #irony	1
3008	Sooo mad right now, great way to start my day #not	1
3697	@muayguyblog @EFCworldwide what???? No verbal submission? #sarcasm	1
3613	Watching #Bones &cradled my leg when I saw @andjwest in episode about chicken #tasteslikechicken #termite #TheWalkingDead @WalkingDead_AMC	0
1456	Long Gold Layered Pipe Necklace Set $20|Leave email for invoice http://t.co/kOeoSmzCPj	0
1941	@chriscomben @lexpersaud it's in my Priory contract to wear those. Hugely popular with Priory Ultras #does #not #count #xxx	0
661	Go go Power Rangers! #f2xmasparty #sarcasm http://t.co/A8xOlFt1ub	1
631	@sollyakhtar @OK_Magazine @Nikki_Grahame1 #whoISshe LOLOL !!	0
2148	Well it's always a good time losing at the Bay...#sarcasm @lylestor11 @Lampi626 @bubbs11214	1
1250	Loooooool RT @Lonyngwenya: Monday is done, Friday is around the corner	0
1909	@CjCarson17 only children at home status. Woohoo Isn't it fun...😒😔 #not	1
483	@RMaybo another case of away the lads #Not or to put it in song tell me why we don't do north london !! #TyneWeirSunday	1
1811	@LipsbyCarla @IAmSteveHarvey I won't be pledging anytime soon...why are these GROWN women competing..AKA vs DELTA...crabs in a barrel..SAD	0
3269	What a difference 4 years makes #bestfriends #not #changed #one #bit @lauratownx http://t.co/slHNHmNoxH	0
1774	Those Amarillo hops make it just right #goldilocks - Drinking a Tour de Fall @ Memphis' Pint & Dram - http://t.co/ZEVvcvjrR5 #photo	0
1463	Nothing is better then an 8am class. #not	1
2648	I need my own pillow to fall asleep mymalsh	0
2464	Done to much again #not http://t.co/BYd8Np3eQV	1
2276	What a shock. Duke Johnson is hurt in an important game. #sarcasm #canes	1
857	#politics is not my cup of tea says #sonakshi @sonakshisinha  of #lingaa fame .#irony #sonakshi dad #shatru is our top #bjp leader	1
1226	I'm a Victoria Secret model. It's such a secret not even Victoria knows. #Not http://t.co/y97N5kTuQz	1
1191	@Ben_Jones88 @SPianovich Wasn't that full in the nosebleeds where I was sitting, but it was fun! Crowd reacting to JoePa is my fav memory.	0
2095	@mediumvillain @deray blacks aren't elite enough to die in hospitals remember? That's only reserved for when police are in casualties...	0
531	That was one long walk 👌👌👌 #GoMe http://t.co/liRaGZvLyF	0
2545	In Scotland ( the little country that's attached to the north of England) 🇬🇧❄️	0
50	@malesurvivor72 I think it's a safe bet it won't fit the crime.	0
2024	@BarackObama So that is what happened the ACORN voter fraud people.	0
859	EXO COMING SOON 2015||Better pray this is better with 10 members *sighs* But either way, obssessed fans would still be obssesed ._.	0
1643	I still love the newsroom regardless of what everyone else thinks	0
1073	@johnsykes1035 absolutely shocking that the lamestream media hasn't picked up on this #sarcasm #mediabias @theMRC @newsbusters	0
720	Successful morning doing my essay... #not #ChristmasShopping	1
2802	@deepgreendesign Well since he's basically an employee of the oil & gas sector, it would make sense that he operates this way.	0
2071	Watch the wog head I will have after Christmas then #last #hair #cut #for #christmas	0
2855	@GioneeIndia Latest album is Free The Universe #SupersonicWithGionee #Mumbai	0
2082	@benmaller public hammering the Steelers all week. Juicy.	0
3232	@Bmatcham94 What's with the ridiculous hashtagging? #massive #twat	0
2702	@whatruWARING @LehmanJenny Ya I remember when winning one regular season game was like a super bowl #not	1
2077	@ZachSellsMagic I thought all people did for the holiday was to stream holiday cube all day?!?! #sarcasm	1
2833	"I before ""E"" except after ""C,"" right? What about in ""W-E-I-R-D?"" #Irony #Tshirt #RulesWereMadeToBeBroken? http://t.co/9CFGuU4Q17"	1
3629	Gavaskar is a freakin' genius. #not https://t.co/iaWlkm6EOE	1
3760	Velvet And Rhinestones Babydoll|Size:Medium and Large|Comes with softly padded under wired shelf cups,... http://t.co/LSPWyoHrT6	0
3449	I can't wait to see how many pairs of beats headphones show up at the gym after Christmas #sarcasm	1
2614	lol drunk mom on Christmas is so fun... #not #thisisadisaster ☺🔫🍸	1
2012	Customers during Christmas time are SO NICE. #not	1
1612	#notcias #eu #europ Conselho Europeu 18-19 Dezembro 2014 - Click here for more up-to-date information on the Euro... http://t.co/wTtywbC1uu	0
1628	Times my trip home perfectly #not #drenched #sydney #storm #wet http://t.co/2OxuJk3uJb	1
2716	"Coin ! erraji: "" ZeeGingaNinja: because it seems that some people here need this clarification #sydneysiege #Not... http://t.co/7QsgzEotfp"""	0
1386	"The word ""Taliban"" comes from the root word ""Talib"" which means a student. #Irony|#PeshawarAttack #DeathToTaliban #DeathToISIS"	1
1400	@CalmKitchen @menhealuk I smashed my Samsung galaxy running back to the car trying to avoid a parking ticket #irony	1
1196	@nytimes @NYTNow #Dirt #irony its not your country!	0
3611	"Band playing ""Two Tickets to Paradise"" in parking lot at Redskins game. #Irony #Redskins"	1
1476	Fucked up. #not in the mood at all	0
1854	Couldn't have asked for a better night.	0
3351	It's always nice when a teacher doesn't leave lesson plans for their sub... #sarcasm	1
2225	thankful our stat teacher is dropping the lowest quiz @cupofjavi #lifesaved #not	1
298	Perfect time to get really sick #not 😫😷	1
1930	Love waking up to grumpy people #not	1
1265	@CataCarryOn I moved here from north Jersey and was a big Rangers fan until the Coyotes came to town. Where are you from?	0
2566	@SamEdwards12 @FIH_Hockey Really?! This is absolutely below the belt, especially towards Tom Boon ... #DeepRespect ... #Not	1
959	I have #OTH playing in the back ground at work....ohhh #naughty :p but #FUN	0
3118	@Expherience  haha or are a chainsaw murder, or a corrupt fortune 500 ceo, or a rapist, w.e makes you happy. #not #hebetripping	1
3315	Wow I'm seriously dying here 🙈🙈	0
2009	@DarkNetNews @Bipartisanism But it's not a time capsule! It' current in time	0
2306	Who accepts this challenge? Who's Next? Ends Soon. Be A Ten Executive & Founding Member. http://t.co/JNtzrI8N2q	0
1375	@snake_moore You're slipping back into hate figure territory	0
1287	@DorlaCoddington @wherePHILLY Thx. If thry real why dont you have them? Friend me on http://t.co/OXybfwwWb6	0
3821	Chill #Repost #Dead #Not #Dominos #Haha 😂💀 http://t.co/SnUkkgCDB9	0
350	@cwmmate @jimrome No, it isn't. WR's are dime a dozen and completely replaceable. Which is why the Packers won't overspend to retain him.	0
1369	"The worst is when they consider things like ""conservative tribune"" as a credible source of information. Totally not bias. #sarcasm"	1
2018	#Sarcasm is just #one of the many services I offer to #people who ask #stupid questions.	0
644	Love working and be exhausted all the time #not	1
2844	I am so happy that Thad (the Lead Multiplayer Designer for Hardline) followed me XD	0
1868	Good thing we have an ace like Clay Bucholz who is proven to be durable and consistent.............. HAHA.#NOT	1
670	#Law&OrderSVU where rappers go to act	0
3582	Being average will only get you average results.	0
2013	First day of Christmas shopping tomorrow. Can not wait. #sarcasm	1
3131	@sunlorrie @ctv ??? #Liberal used in same sentence?? Unheard of!! Turn in your keyboard sir! #sarcasm	1
1664	We hold these kids back..... #irony #RUT340	1
1180	#bitch #bitchy #badass #lol #laughing #jokes #sarcastic #sarcasm #funtime #funny #fun #ecards... http://t.co/9di1xjv9uk	1
2383	Eskom load-shedding hammers the Rand again: http://t.co/L9CTtRVASn  Current spot rate USD1=R11.45 http://t.co/PGZHDkBJGD #VivaANCviva #Not	0
2236	Of course one of my lecturers happened to be at the bar/restaurant we are at for my birthday meal...	0
1695	"I love getting woken up by my body just to say ""I know you were comfortable sleeping.. But here's something you don't want anyway"" #Sarcasm"	1
1588	@_Jencita_ congrats , so cute :)	0
3012	#Sarcasm RT @TraSPN: Should be great watching Miami try to block Sweat and Featherstone off the edge next two years. Real fun stuff	1
2157	#not to be an Ass but ohh Yeaa!!!! http://t.co/sf8jM2zpFD	0
2589	http://t.co/EVNDvEm26y #TeenAnalCasting #Katarro Katarro Anal &#8211; About a Girl [Nirvana Cover]	0
1358	Flight diverted over boiling water incident http://t.co/FPT6yjxYIm	0
787	i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @Totalbiscuit winning an award	0
3436	Something to remember as I head to @AnnexBar tonight. #goodboy http://t.co/bf5EvIEbWU	0
141	The fun part about 4 am drives in the winter, is no one has cleaned the snow yet #not	1
789	Caribbean girls anthem Caribbean Girls by Stainless MOB now in stores online http://t.co/gSMHCTKPvV #IYON #Dancehall	0
324	@BIBN2010 Weeeeee! You too! I love that xbox live and playstation network are down due to hackers on Christmas. #Sarcasm	1
2577	@PeteKopite the lineup is full of goals and offensive intention #LFC #sarcasm	1
715	@jtomase @alexspeier Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? #RedSox	0
2100	maybe i should delete my facebook tab- cause then i'd probably get more stuff done and be less distracted	0
2270	"I keep seeing ""we need to build a global society"".Personally, I'd rather have our ""American Society"" back. #tcot #EricGarner #Ferguson"	0
3539	@yurko40a NO, there 'only' are some Finnish #snipers, working with the fascists in Kyiv! Nice guys, #NOT!	1
1902	Good luck today DJ Durkin. It is NOT great to be a Florida gator. |#not |#fuckUF	1
3224	I wonder what Professor Iaukea has to say about the new Disney Princess...? 😒 #not	1
1747	Selfish, narcissistic. Only the woman matters. Child doesn't matter. Father doesn't matter. No one else matters.|http://t.co/1olMSFOTd7	0
619	Ed Sheeran smashing out his tunes on the Victoria's Secret catwalk. Ginger legend!	0
407	And that's a wrap for 2014 shows kiddies. Ending in the Berkshires. #BoseL1Model2.	0
1882	The downside to working in fisheries and conservation is that you can rarely afford the cool things that promote your job #irony	1
1864	Ariana Grandes makeup is always sooo flawless 🙊	0
1735	#HybridCloud needs hybrid monitoring... monitor Azure, plus apps and dbs, from SCOM https://t.co/uJRpzYnY8y	0
2403	michael have a sexy face when he cough #sarcasm http://t.co/5owjGoZQjU	1
2313	Boooooom 2 goals in 2 minutes !!!! #ThatsArsenal 4 you	0
498	Lol at the #EatenAlive show. if that's the name of the show gotta do it not quit cause the snake was hurting his arm. #goodtv #not #garbage	1
2991	I love the meaningful messages of automake. #irony	1
343	Your friends will bring you down because they fucked up what they had males & females #not me fool !	0
3709	Oh it's just Skrillex no big deal.. I see him on the daily.. #sarcasm #skrillex #rave #edm... http://t.co/qK50VjJkXq	1
2876	review #not	0
783	Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it#Ignorant on race relations#Articulate Minority.	0
1324	I just love a chaotic school run!!!...#not	1
2212	@nasa ooh I can probably watch a replay or the #orion launch at some point? Oh wonderful. That's sooo exciting #sarcasm #nothanks	1
3246	@Vanetbbi robert is handsome|#not ugly|#RDJ I love you|#你就算5隔格我都知你讲me ga|#BTW tomtom I love u too	0
