"text"	"prediction"
"Pra ele, exigir uma explicação, cobrar resultado é ser falso RN. Belo presidente nos temos "	1
"Boa noite.  "	1
"Se le ve feliz al chaval ChesterInLove asexual "	1
"JBS é alvo de operação da Polícia Federal  economia"	0
"Produtos da Grande Vitória terão dia livre de imposto  notícias Economia "	0
"dps desse sábado pouco bom () pra gnt meu foco voltou pro Vargas,so consigo imaginar em ter Guerrero,Vargas,Diego,... "	1
"Me encanta no poder dormir. "	1
"Me empolguei com o Pablo. Melhor jogador da libertadores esse ano, anotem. "	1
"o evento é pra homens "	1
" O boy perguntou pq tu não instalou? kkkTô adorando ser menino de recado. kkk "	1
"Che giornata di merda! apalleallaria tantosole  mesocotta… "	1
"Exemplares Acadêmicos - Relações Internacionais   Pena Pensante: acadêmico livro RI economia política história"	0
"  level 73653183.00000"	1
" culpa do Carlisle, aquele técnico burro "	1
"Mais um dia sem beijar na boca  "	1
"Economia: Pequenas empresas contrataram 60% mais que grandes em 2016 "	0
"Essa minha internet hj tá uma maravilha em "	1
"A minha tarde livre é uma maravilha  "	1
"“..enquanto os semimanufaturados aumentaram 15% e os manufaturados, 12%”. Economia ComércioExterior"	0
"Economia Saques são das contas inativas do FGTS. "	0
"ultimamente, tenho colocado a  pra turma entender! Tá difícil!!!"	1
"E pra algumas pessoas não vale é nada, irônia "	1
"Usar muito o celular deixa as pessoas retardadas. "	1
"Ana Paula e seus belos figurinos. . Pelo menos tá sendo coerente desde de o início."	1
"Meu amor engarrafado  vodka skyy clubedacachacamg skyyvodka boanoite  Republica Santissima "	1
"NH Hoteles crecerá moderadamente  por  economía "	0
"Que tal se conectar com a China e Rússia que já têm uma rede própria?  "	1
"Temos um serrote em São Paulo e um peso de papel no Brasil o loOoko que 2015 vai ser iupiiii :-D "	1
"Daí o avaliador do seu trabalho dá um parecer para corrigir os erros gramaticais"". Mas o parecer dele também tem erros gramaticais. """	1
"  estamos bem representados "	1
"John Oliver assumindo que a possível vitória do Trump pode ser culpa dele. : "	1
" Próximamente Ironía (Vídeo Oficial) de  Tercer sencillo de CamaIncendiada. "	1
"Somague emitem comunicado sobre as obras do pavilhão do Sporting a lamentar a posição de Godinho Lopes"	1
"Pelo papos da pra perceber que a Adélia tem um ótimo senso de justiça, seria uma advogada criminal perfeita sqn  BBB16"	1
"Ahhh a ingratidão do torcedor. Campeão do Torneio da Morte 2015  "	1
"Economize água! economizeagua agua economia economiadeagua water boatarde"	0
"É muito otimista dizer que estamos saindo da crise com 14 milhões de desempregados, diz economista  Economia "	0
" Casa cmg, gata? Te dou casa, comida, roupa lavada, e faço Wii u no corrimão da escada  "	1
"Sabe aquele bolo que você me deu então , ta uma delicia "	1
"Ahãm.   "	1
"Défice sobe, mas receita da TSU tem melhor início de ano desde 2008  Economia"	0
"Machado De Assis que se foda... Temos Youtubers que alimentam nossa literatura.  "	1
"O PAN é anti-antropocentrico mas da nomes de pessoas aos animais. "	1
"Amanhã vão estar -4°, que bom! "	1
"Ministério da Cultura nos presenteará com o Livro de Claudia Leite uma pessoa super importante na nossa Cultura! Valei-me  ansiosa"	1
"Após dois anos de desenvolvimento, Bradesco lança hoje (05/06) o Banco Digital Next → Economia Next JornaldosCanyons"	0
"As vezes eu uso a  pra explicar..  "	1
"Decido di andare a correre e inizia a grandinare. Universo stai cercando di dirmi qualcosa?  stranecoincidenze"	1
"Agora sim! Acertei em cheio!  tastemadebrasil … "	1
"eu achava que ditadura era fácil pra implantar, bastava chegar ao poder. "	1
"A Flávia desvendou muitos segredos realmente, a melhor jogadora!  Até a pipoca jogou mais que ela sstvi"	1
"tão bom ter uma mãe q apoia a gente.................................. "	1
"Economia: Inflação medida pela Fipe volta a cair em São Paulo "	0
"TEMA DA AULA DE HOJE:Figuras de linguagem: ""PortaDosFundos"""	1
"Lógica e matemática discreta me deixa de pipi ereto rsrsrs "	1
"JBS perdeu R$ 7,5 bi em valor de mercado na segunda-feira (22):  Noticias Politica Economia Brasil JBS"	0
"Colagem e croquis!  moda croqui arte laboratório criatividade   UCS Campos 8 "	1
"Por que uma sociedade poupadora enriquece e uma sociedade consumista empobreceEconomia "	0
"Engraçado né?  justica porumbrasilmelhor "	1
" Quando estou no trabalho penso na vontade que sinto de dormir... agora eu deveria estar dormindo, mas, estou pensando no trabalho."	1
"Ué, mas vc não é tucano, Noblat?   "	1
"Se o EB tivesse entrado com time misto e perdido ,seria culpa dele. Mas entrou com o titular de quarta e perdeu, culpa dele tbm. "	1
"O  está para lançar o clipe de , mas antes disso a banda mostra um trechinho da produção. "	1
"Síndrome de Champions?  - Derrotado, Corinthians vê soberba criada após bons resultados em 2015  folha"	1
"Adoro trabalhar ao sábado, principalmente quando não aparece ninguém! "	1
"Eletrobras lança Programa de Demissão Voluntária  economia"	0
" pois éMas é q tá tão óbvio q é irônico q nem me ocorreu q poderia dar ruim Vou colocar  de hj em diante"	1
" Errar Hino estrangeiro é comum "	1
"Mentir, às vezes é necessário... "	1
", que m'ho deixava"	1
"Não está fácil para ninguém.....A crise já chegou na classe A do Brasil. "	1
"Obg pelo ajuda es um amor  "	1
"Vc diria não para esse sorriso? Kkkkkk  "	1
"E o cavendish, que sugou o dinheiro do Rio, vai ficar preso até quinta pq o estado não tem dinheiro p/ tornozeleira eletrônica. "	1
"Democratização da mídia já! Mas só para os companheiros nos pixulecos!  "	1
"Es hermoso no poder dormirr SabadoInigualable Envidienme "	1
"Gracias  por todo o apoio a medicalizadaXa preguntando o conselleiro polo tema.ironía "	1
"quando vc sente falta de uma amizade o mais certo de se fazer é sair falando pra todo mundo que vc quer que essa pessoa apanhe "	1
"Economia.Ibovespa sobe com aposta em absolvição de Temer no TSE "	0
"Depois da BTF, agora a TriNZ.O modelo"" com os seus vários níveis...esse destruidor de carreiras... not  """	1
" mas o Brasil não vai de mal a pior?? "	1
"O parque nem está lotadaço no ano novo...  magickingdom waltdisneyworld  Disney's… "	1
"Adoro o facto de puder me levantar as seis e meia da manha todos os dias  !!"	1
" amo estas teorias da conspiração a favor ou contra o governo... "	1
"Ta uma mistura de sertanejo com mamonas assassinas legal aqui no centro de Ermelino. To adorando né? ¬¬ "	1
"E pensar que tem gente que engravida de zoas e se mutila em clínica clandestina só pq quer...  contraoaborto"	1
"As instituições estão funcionando... . "	1
"Iapen só não tem rebelião pq não tem facção criminosa pra comprar policial, agentes penitenciários e diretor de presídio..."	1
"A cara da felicidade por ficar sábado e domingo trabalhando num roteiro.  "	1
"parabéns pro cara que deu a ideia de criar um jogo de detetive estrelando um Pikachu falante... parabénsó... melhor ideia de todas"	1
"O sítio não"" é do Lula e o dinheiro do Aécio é ""emprestado""..   """	1
"Até a menina sabe que cachorro não aguenta comer uma vaca  Justica"	1
" É possível usar o cartão de crédito como aliado para sua economia. Veja essas 10 dicas:  Economia CartãoDeCrédito"	0
"Encontre várias ofertas em diversas lojas rapidinho! Compare Preços antes de comprar suplementos + economia TMJ!"	0
"Não. Ele é o inominável, ele é o culpado de tudo, ele é o canhoto.  "	1
"Agência Moodys corta nota daChina pela 1ª vez em 25 anos  economia"	0
"Que jeito?  "	1
"Será q vão mandar ou vai ter q pedir judicialmente  "	1
"O povo Brasileiro é tão esforçado que faz protesto depois do horário de trabalho e aos domingos."	1
"The latest Diário Heitor Kuser!  cultura economia"	0
"A  me ajudando a escolher tirar uma soneca depois do almoço do que assistir algo na  .IstoNãoFoiUmElogio "	1
"Afirmam, em um texto mal escrito, que o trabalho exige compreensão de texto"".  """	1
"Nossa que bênção, vamos privatizar mais!  BusquemConhecimento"	1
"Não tem água em casa. Êêê, Brasil, eu te amo tanto! <3 ( MUITAIRONIA DEMAISDACONTA)"	1
"Pessoas que so lembra de mim quando precisa de mim. (Amo)"	1
"Pra contextualizar o dia! ;) pensamentocrítico críticajustificada  sempreconceitomas"	1
"Ruanda e Argentina vão importar genes bovinos do Brasil  economia"	0
"Parece  né? "	1
"a falta foi do zagueiro, mas para seguir o critério tinha que expulsar o F. Melo ( já tinha sido substituído) "	1
"Adoro vir ao médico, ter hora marcada e ficar esperando meia hora, no mínimo, depois do meu horário...  "	1
"PLMDDS CAVANI, EU AINDA VOU MATAR VOCÊ (c/c )  (melhor colocar pra quem n entende essas coisa)"	1
"Marcelo Oliveira pode estar poupando Matheus Sales para encarar o Santos, de Lucas Lima. "	1
"tem que vir com "	1
"Sobre Everton Ribeiro: acho loucura investir tanto num reserva pro Gabriel. "	1
"Então Temer tinha um Bessias?  Novidade  ForaTemerJa"	1
"Ueeeeee alergia "	1
"Um dia arrepende-se pois podiamos ser melhores amigas .kkkkkk "	1
"Até às estrelas finanças economia forbesportugal"	0
"Bem que me disseram que era só a Dilma sair que estava tudo resolvido.   via "	1
"Acho que vou fazer um podcast falando de filmes antigos com humor imitando o Jurassicast, afinal de contas tem tão poucos né? "	1
"  mas não são brinquedos, são action figures"" heiheue  bonecoGourmet"""	1
"Ee qm esperava pelo fim do mundo..?!"	1
"É do Corinthians  PQP cada um que me aparece. A porra do estádio lotado de RN e o cara me manda uma dessas.  "	1
"Pesquisa revela diferença de mais de 1000%no preço de medicamentos  economia"	0
"Tenho apanhado desde sempre só aguardando a sorte"".   """	1
"Parabéns.... "	1
"Portanto, conseguiram transformar um decrépito fascista num mártir pela liberdade de expressão. "	1
"Bah! Alan Ruiz não jogou nada hoje... "	1
"Que nem minha prima dissebrazópolis tá ficando zika""Muito foda essa cidadeAinda mais contudo que anda acontecendo."""	1
"Muito bom quando vc precisa scanear um documento e o computador resolve q não vai trabalhar  ódio "	1
"obrigada viação estrela linha 711 por me fazer esperar uma hora e meia para passar hoje por volta das 21 horas no ponto de Vicente. "	1
" Os masters e Slam do Rafa foram tudo no saibro. "	1
"Recuperação EconomiaVendas de máquinas agrícolas cresceram 17% em maio... "	0
"Choveu 20 minutos !!! Caiu arvore pra caray, nego morreu com raio deslizamento !!! Grande São Paulo  "	1
"Deus é o rei  :-D "	1
"Vou ter q usar ?"	1
"Economia: Índice que reajusta aluguel, IGP-M cai 0,93% em maio "	0
": Passos. ""Salvámos o Estado social, que foi testado até ao limite""  Só pode ser  passosmal"""	1
"Noria Nalli, quando l'  aiuta a vivere la malattia     "	1
"   ai ai... que xa facemos acopio de insultos pra argumentar. Ironía visionario humildad"	1
"... IRÔNIA É Gostar Da Pessoa Errada & Querer Que Tudo De Certo 󾭘                    Booua 󾌩"	1
"Decisão madura;;;  "	1
"Temer autoriza Banco Centrala fechar acordos de leniência  economia"	0
" por quê, né? a vida sexual dela tem tanto a ver com planos de governo e tal... "	1
"Alguém já falou por aqui que, mais uma vez, o Roger deu sorte já que o Giuliano foi saído"" e a alternativa é muito melhor? """	1
"Por uns minutos eu acreditei no fim do mundo hahahaha... Que vento foi aquele? Guaíba virou um mar furioso, postes balançando... Tenso!!!"	1
"Economia & Negócios já saiu!  economia temer"	0
"PIB italiano cresce mais que o esperado no 1º trimestre.  PIB Itália Economia "	0
"Rumo ao progresso  "	1
"Que pena que se va  "	1
"Ser corrupte o malgastar conspirar i dir mentides ho podem deixar passar ja són coses assumides garrotuit   (3/4)"	1
"A consolidar a nossa presença no mercado chinês!  portugal lisboa china Economia"	0
"Palestra sobre ergonomia nesta sexta-feira à noite na Fanorpi/Uniesp Economia Educação… "	0
"  Vai ver o ponto de ônibus se meteu no caminho do carro "	1
"PENOSO CLARO POSE?=PODEMO  "	1
"Heráclito Fortes falou tão bem do movimento estudantil que vai até palestrar na UNE  (é bom explicar, né?) MaioridadePenal Pênalti"	1
"Dpm todo Ironía BN"	1
"Que malo es neymar no vale para europa.."	1
"Essa livre iniciativa opressora desse . Deveria deixar o governo solucionar. Eles estão tão bem  "	1
"Será que é mesmo necessário um regimento que proíba os alunos de manterem relações sexuais dentro da UFMA isso nem acontece lá "	1
"ó pobre invasores "	1
"Engraçado é ver o Fluminense, que pulou da C pra A e comprou a Portuguesa em 2013, reclamar de armação no futebol! Isso é ! "	1
"Rodada de negócios inicia com boas projeções na CasaPronta  CasaPronta economia"	0
"Aldo rodou no MCTI e Dilma oferece pasta pra PMDB e PSB. Estão fazendo certinho... Parabéns! "	1
"Não sei pq ele ta pedindo desculpas, o grampo foi ilegal.  "	1
"Dizem que quem manda indiretas é gente imatura. Bem, eu só tenho crianças no meu círculo social, como quer que eu amadureça? "	1
"É que ele é Jornalista e não sabe se expressar......  "	1
"Temer no Planalto e economia funcionando ou Madre Tereza no Planalto e economia em pânico? Politica "	0
"Será que já pagaram os salários de setembro, outubro e novembro?  spfc"	1
"Fone: (11) 5182-8000 / (43) 3020-3800E-mail: comercial.com.brHunestec Conectus Directus Facilidade Agilidade Economia "	0
"Temer anuncia novo presidente do BNDS .Veja mais detalhes no site.   Brasil Economia"	0
"Esse escândalo da carne só serve para nos provar uma coisa. Passa fome quem quer pois até papelão temperado fica gostoso. "	1
"Amanhã acordar as 8 vai saber a mel "	1
"Economia Jornal de Negócios - 2017-06-07 .twitter.com/r09CH7ztpU"	0
"Ser Paulista é isso ... Bora brinca no meu quarto?   InstaGood Cool "	1
" Tbm  to sentindo falta de vc         "	1
"Dia do trabalho: o dia que ninguém trabalha. "	1
"A psicologa ajudou tanta, meu Deus "	1
"Que nit més divertida   !  aburricio maxima "	1
"eia fg queria mesmo  "	1
"Bradesco lança banco digital voltado ao público jovem  NoticiasTecnologiaDOL Economia RBATV"	0
" e invece il divorzio lungo la difende?? "	1
"Olha a onda"" em Alvalade, já com Barcos em campo. """	1
"O meu nível de  depende sempre do grau do absurdo que fui obrigado a escutar""."""	1
" Sim eu sei. Tu que não entendeu a piada huahua. Pq só vai ter coisa aberta lá sacou  poa provincia risos"	1
"Esse cara é canhoto? Canhoto não é o que Deus ensinou! Canhoto é contra a familia!  DebateDaBand Para quem ta sentindo falta de uns"	1
" percebe-se logo que tens bom gosto musical não haja dúvidas "	1
" eu agafat com a costum fer vaga... Molt Bé!!   Como que cobrais poco... SINVERGUENZA"	1
"Quer dizer q ele pode virar ídolo e ser carregado nos braços do povo? O q ele fez foi esquecido? É, percebemos o valor de uma vida!  "	1
"como eu adoro chuva!! "	1
" Pareix mentida bon amic, que encara te vengui de nou segons que...   "	1
"adoro aquele chapeu que o Hugo usa  ss5"	1
" Que bom seria se não houvesse eleições nem entrevistas, nem debates! Só ruído! "	1
"Jogou como nunca, perdeu como sempre. Nada como o meu...sempre regular. Joga mal e perde. "	1
"Estados governados pelo PSDB, SP e MG não investe no SAMU pq!??! "	1
"pronto, assitiram um jogo do spfc e ja são profissionais, e tudo ruim galera, niguem presta na base "	1
"Charlie Sheen passou um tanto da vida gastando com mulheres e drogas e outro tanto pagando pra esconder vírus que adquiriu na época "	1
"Gênio! Talento desperdiçado!!! mito   "	1
"Ficar a tarde no trabalho....pense numa felicidade "	1
"Crise política de Temer pode afetar pagamento de FGTS inativo  Economia"	0
"calor, tv no ultimo volume.. o que mais preciso para uma boa noite de sono... "	1
"Nossa, Raul e Izabel na final! Que surpresa! Não esperava isso! spoiler  MasterChefBR"	1
"Em um plano sórdido de Régis e seu empresário p/ir p/inter, adulteraram o examecom conivência dos médicos, simulando a lesão.."	1
"Tudo a falar mal do ss5 mas fartam-se de ver aquilo "	1
"Óbvio que é domingo! Detesto dormir até ao meio dia eu! Detesto passar o dia na cama!   "	1
"Com inovação em serviços, Correios buscam saldo positivo em 2017  economia"	0
"Pelo site não precisamos zagueiro para grupo. Aliás, nem lateral esquerdo, já que o Hermes está lá. "	1
"as pessoas estão cada vez mais amáveis com os demais. ."	1
"Confiança dos(as) brasileiros(as) cai 2,7% em maio  economiaalemdeeconomia"	0
"Com medo dessa virose...  vai que esse vírus é resistente aos antibióticos!Hehehehehehe.  TemQueAvisar... "	1
"claramente "	1
"Economia: PIB cresce 1% após dois anos de queda, mas futuro é de incerteza "	0
"Poxa vida, mas como vcs mudam d opinião rápida hein!!!! NãoAdiantaZicar"	1
"Olha o Basil melhorando! "	1
"as pessoas com quem ando nunca me fizeram isso "	1
"esse negocio da poupança confiscada ai é  real? tipo o charlie charlie? "	1
"Pra mim já ultrapassou as estatística Vamos pra contagem regressiva ? Hahaha  taoeu"	1
"Presidente da Petrobras comemora virada da empresa  economia"	0
"Olé!! Cracks!  democrates"	1
" 2:30 da manhã e britadeiras na Av Bernadino de campos não deixando ninguém dormir? Parabéns hein! ()"	1
"Juros médios do cartão de crédito caem para 345% ao ano em maio  economia"	0
"Qse 2h. Estou no auge de produção intelectual, mas preciso parar pq amanhã tenho que acordar cedo pq não posso trabalhar de noite "	1
" psg equipazo.  lloron callate"	1
"Não  posso perder a minha ordem nem o meu progresso irônia"	1
"É o fim do mundo!!!! @ Rodoviária de Porto Alegre http://t.co/6NBxqgfk"	1
"Está proibido citar o nome do rei supremo Marconi em vão...  "	1
"Com o dinheiro das consultorias do pai dele, é claro.  "	1
"Setor de brinquedos espera crescimento de 10% em 2017  economia"	0
"AGORA O FLUMINENSE VAI FALIR!!!!!!!!!!!!!!  "	1
"Pela primeira vez Seleção Brasileira inicia a Eliminatória com derrota.... Dólar deve disparar amanha... e a gasolina... nem se fala "	1
"Gravação de mais um vídeo do canal  foi na  .Segunda feira vídeo no canal dos… "	1
"Cada dia em supero!  oleyo   noanembé hemosvenidoaconcursar noestemgaudintdelconcurs"	1
"Tudo nas coxa, de qualquer jeito tá bom.. nossa, como eu amo! "	1
"Se liga... rsrs mudar  eh abusado semlimites jorginhoe jorginhoefallowme… "	1
"     Perfeito justificar nossos erros apontando erros dos outros , inclusive a H2O."	1
"Como não gostar disso? "	1
"   Queria mandar so q minha mãe e a melhor mãe"" e n deixa """	1
"Nem tenho nada de Anatomia mesmo pra estudar. To aqui atoa.... "	1
"Eu tbm tô chorando pq o disco da Britney vazou "	1
" de nada!!  Terça tava com febre (39,9) dor de cabeça, garganta, olhos, peito, coluna e pernas e fraqueza, tava bem né? "	1
"Essa ONU esquerdista que fica inventando o aquecimento global pra acabar com o capitalismo e implantar o socialismo no mundo...  "	1
"- Sei come il cielo.- Infinito allora? - No, senza forma."	1
"Sim Sra. Doutora.. Adoro comprimidos com sabor a detergente.. sao os meus preferidos!"" """	1
"Não mostraram a Boninho pedindo pra sobrinha ficar que o cache dela ia aumentar para 8 mil. globo manipula  BBB16"	1
"Mais agente percebe""  """	1
"Assedio ok de estar na sua casa com a tv e falar algo que a pessoa não vai ouvir "	1
"Que o governo Temer prospere na economia, casse anti patriotas, crie a lei de abuso de autoridades e da mordaça na imprensa."	0
"E pode??  "	1
"O voto do impeachment vir de Pernambuco de Luis Inácio Lula da Silva, revela que a política é uma caixa de pandora! "	1
"O que seria do meu treino na academia de na televisão não estivesse represando a final do Carioca de ontem? "	1
"Tarde o temprano se aprende MiercolesDeGanarSeguidores Ironía UnSentimiento5letras Sarcasmo"	1
"A escrotização da PM começa quando na sua cidade tem um sargento que é o Sargento Réus "	1
"O  sindicato de processamento de dados precisa de uma carta escrita a mão para rescindir a contribuição assistencial..."	1
"  ele eh um cara que gosta de comida japa, vc vai ver em instantes. "	1
"Adoro"" pessoas que não sabem dar valor quando podem ter e quando perdem andam a lamentar se pelos cantos  LT"""	1
"Se anche tu pensi che Anna Oxa é un essere inutile iscriviti al mio canale  Amici15  "	1
"Cláudio e Beatriz que evolução  espiritual para uma separação! MINHA GENTE!!!  imperio"	1
"No lixo que inunda a praia de Copa, uma msg inspiradora da moluskus.  lixo Copacabana"	1
"Governo estadual aprova R$ 236 milhões para projetos empresariais e rurais economia projetos verba... "	0
"A proposito di !scialpi simonaventura canale5 mediaset televisione lol gossip 19maggio andiamoavanti"	1
"É incrível a coragem de umas pessoas de sumirem por doze horas e depois mandarem eu dormi""NÃO, vc morreu né qrido."""	1
"Ja ens segueixes a Instagram? imatge fotografia economia empresa "	0
" Não dá spoiler porra!!! "	1
"O sujo falando do Mal lavado..É o meu Ex querendo falar mal das atitudes do meu Atual.  se ele fosse tao bom nao teria o virado Ex"	1
"Pessoal que quer escrever com ironia e mete a hashtag  ironia está noutro nível!  -.-"	1
"tipo a gente que tem que colocar "	1
"Me resumindo agora...Boanoiteminhagente pqsoudessas  temete tipoisso solironica… "	1
"Mudança na lei fará FGTS render mais que a inflação em 2017, diz ministro  Economia "	0
"Mariana me ama e diz que vai me agredir!!  isso"	1
"É bonito, mas eu tenho que explicar ironia. Tchau.  vidadesolteiro"	1
"Economia: Inquéritos vão investigar JBS no mercado de dólar futuro "	0
"Está difícil entender o 'coitado, hein? """	1
"Preciso de um café porque estou nervoso! "	1
" ele nunca faria isso "	1
" nunca fiz,Ewwwwwww HAHAHA "	1
"hm.... que de putis!! Així ja estudiaré anato el 9!!! XDDDDD "	1
" céus, Boechat teve o desbunde de ser contra a justa, polida e gentil instituição que é a PM? Absurdo! "	1
"horarios flama!   putaUS"	1
"Confiança dos consumidores portugueses bate novos máximos  Economia "	0
"Senado pode acelerar tramitação da reforma trabalhista  notícias Economia "	0
" é  pra um digaNaoParaHomofobia"	1
", mas quem vai morrer mesmo é o trabalhador, pai de família, atropelado pelo playboy bêbado depois da balada. Tá tudo bem!  "	1
"Mais um dia de aulinhas que bom "	1
" é por causa da Segurança, bom tempo, dinheiro sobrando, todo o conjunto "	1
" massa! coloca um  ali ou coisa do tipo, senão o burro aqui não entende haha"	1
"Ma con il grasso del mio triangolo pancia,sedere,cosce quanto grasso posso produrre? Voglio essere ecosostenibile report "	1
"Decidindo e discutindo futuro do país na mesa do café desde 2012. Vejam a data.  cafe "	1
"O técnico da  veio aqui em casa e reclamou com a atendente que não consegue fazer os jobs pq não têm sinal de cel "	1
"Meu ouvido já tá começando a incomodar, 2 dias sem ouvir direito sendo q eu já escutava super bem antes "	1
"Linda tarde, Divertidisima "	1
"É horrivel amar, mas é otimo estar amando"""""	1
"Economia São são das contas inativas do FGTS. "	0
"Uuuh que desfase."	1
"A pessoa pode achar que eu to falando algo sério, quando eu to falando ou uma ironia, ou uma zoação. Acho que vou começar a colocar "	1
"Informática Planazo "	1
"Eu sendo temer já aproveitava a ocupação das escolas com a pec 241 e cancelava o ENEM, deixava os jovens assim sem educação superior "	1
"Petrobras decide reduzir o preço médio da gasolina e no diesel nas refinarias. Saiba mais:  CBN Economia "	0
"concordo,temos que escutar os estupradores e assassinos,alias temos de saber se as vitimas provocaram não é mesmo... "	1
"Se fosse uma vela pro capeta  "	1
"Receita abre nesta quinta consulta ao primeiro lote de…  NoticiasBrasilDOL Economia RBATV CidadeContraoCrime"	0
"Alguém me ajude...Como que a gente faz pra tirar um pedaço de fio dental que não quer sair dos dentes?Agonia"	1
"Verdade, não é mesmo?ganhedevolta cashback economia desconto tecnologia cupom "	0
"Economía: Aniversario de empresas "	0
"uau! Agora sim o que precisávamos! Vai mudar o país!"	1
"vê-se o profissionalismo e competência do Ministro"" da Cultura (vou deixar aqui a hashtag  porque defensores do golpe são burros). """	1
"offTopic Corrupção no DF atinge até bebês.     "	1
": Proposta de reforma do Código Penal transforma caixa 2 em crime  uau! Agora não haverá mais caixa 2 """	1
"Pronto Já Acabou Dia das Mulheres... Agora Já Podemos Volta Com Todo Nosso Preconceito, Machismos e Opressão...     !!!"	1
"Só podia mesmo ser a Friboi pra denunciar o Temer e o Aécio, porque a empresa pertence ao filho do Lula. "	1
"Plaça del Sol ironía by bejaranova "	1
"Não aprendeu ñ. Aquilo é impeachment, golpe é o que está acontecendo aqui "	1
"Governo Federal autoriza renegociação da dívida de produtores rurais capixabas  notícias Economia "	0
"  Se não colocar a hashtag  esses caras não entendem, Maurício. Facilita."	1
" é muito importante usar  visto que a interpretação de texto desse pessoal é terrível! Ha"	1
"Puok Napoli Napoletani e Impresa - Tra Criminalità e News e approfondimenti: "	1
"Quanta diversão...  oterror economia economy papeis livro book tablet apontamentos… "	1
"Quem votou na Dilma também votou no Temer. E pelo depoimento da Dilma é capaz de que nem ela sabia disso! "	1
" vogliotornarebambina vita dura"	1
" Repressão para quem luta pelo povo, Impunidade para quem rouba do povo.DiretasJá DiretasPorDireitos"	1
"Isenção e imparcialidade!   "	1
"e para melhorar o meu dia tive uma excelente nota a química e no instituto."	1
"Saudade do cê cara, cê ta sumido"" Então, eu ainda moro no mesmo lugar, meu celular ainda é o mesmo, e-mail tb não mudou...  ta teno!"""	1
"Com a sorte que eu tenho chego ao dia não vou ou então não passo da cepa torta "	1
"Bahia Farm Show 2017 foi aberta nesta terça-feira Economia "	0
"França? Et refereixes a quina de les tres fotos?  .twitter.com/K2u7xmXtJc"	1
"ANS autoriza reajuste de até 13,55% em planos de saúde  economia"	0
"Carol saiu??? Ahhhh, que triste  MasterChefBR"	1
"Sorte que eu tenho o pai que eu tenho se eu nao tivesse tava fudido pprto .com"	1
" pareces a ser grande miudo. bebes tanto como eu, e fumas tanto como eu. "	1
"Economia Marcelo felicitou António Costa e Passos Coelho  Em "	0
"Eu não como economia.  "	1
"Eu assistindo a votação no senado ...  GolpistasDay"	1
"O turismo tem sido um dos grandes motores da economia em Portugal. O grande desafio é diversificar a oferta e combater a …"	0
"Economía Moody’s baja panorama de nota crediticia de Brasil a “negativo” "	0
"Lembro de um tal pênalti ai que você chutou pra fora de propósito pra derrubar um técnico, grande jogador você foi   "	1
"Saramago não punha vírgulas ganha um Nobel eu não ponho vírgulas perco pontos "	1
" claro que foi equívoco, não se condena o guerreiro do povo brasileiro.  esse partido é uma vergonha."	1
"Sempre simpático "	1
"Grêmio fez um baita jogo? ué mas o Técnico só dá folga e rachão  "	1
"Que amor de amigos tengo"	1
"Que lindos sos inconsciente ... Love u "	1
"Queria que no dia do ""fim do mundo"", pelomenos tivesse dado uns terremotos p assustar o pessoal"	1
"Tudo começa quando termina uma outra coisa Irônia"	1
"Cuidado meninas, esses hormônios aí vai dar merda. lolsouvirgem  santa  sabedenadainocente "	1
"Não, não, quem vai para ciências e que é bom, o resto é tudo uma merda   "	1
"AllTheNews Cuba, l'Economia tenta di riconvertirsi. Ma ancora a bordo dei calessi - Il Fatto Quotidiano - Cuba, ..."	0
"Notícia: Meirelles admite que cronograma da reforma da Previdência poderá sofrer mudanças. economia política… "	0
"já ouvi o argumento de que o lito cai mais à frente do que era suposto "	1
"Sou fria mesmo eu lá tenho cara de sol pra ser quente "	1
"Evolução nítida no futebol.  Há muitos anos não nos livravamos do rebaixamento com tanta antecedência. "	1
"O  confirma crescimento de 2,8% no primeiro trimestre  Economia "	0
"Gosto particularmente da  de Marinho e Pinto achar que não se pode chamar vigarista mesmo que a pessoa o seja.Eleições estão aí..."	1
"Economia.Jucá diz que Senado deve votar MP que permite saque do FGTS na próxima semana "	0
"Com o  arrumado, até o Pará joga bem... "	1
"Que bonito todo "	1
" é eu querer cuidar de você, se não consigo cuidar nem de mim"""""	1
"A bancada evangelica n curtiu seu comentário "	1
"Economia PT e MEO desaparecem e dão lugar à Altice  Em "	0
"KD KD KD o fim do mundo que todos falavam ??????"	1
"¿Os acordaís de esto? Análisis USD/ZAR 19-02-2015 Du  elnuevoparquet, bolsa,economía, forex, remember, oldpost"	0
"Menina que empina demais acaba quebrando a cara"	1
"sacanagem mesmo construir um muro, já conviveram tantos anos sem nenhum impedimento na fronteira deles né "	1
" esse pulha dum javardo? Alguma vez seria honesto?? "	1
"@DaZombieBoy haha bom, então se agora tu foi legal comigo então deve ser mesmo o fim do mundo! :O kk :P"	1
"Eba, agora só falta 1 hora pra ir pra casa :) "	1
"Aplaudeixo a aquells que et diuen: Per al que necessites. "	1
"Bonita semana me espera "	1
" tens razão ela é super feia ..  "	1
" estão compartilhando e objetivando (foi uma )"	1
"Hashtag  é para os bobalhões  de plantão, "	1
"Um cidadão que trabalha 12 h por dia jamais vai ter saúde para atingir a idade mínima proposta para aposentadoria. Obrigado, CNI "	1
"10 motivos para namorar um arquiteto -  a 10 me fez chorar kkkkkkkkkkkk  10motivos"	1
" nosso segundo nome"	1
